source,target,weight
Bahawalpur,Bannu,0.9987347228072256
Bahawalpur,Faisalabad,0.9981870441288347
Bahawalpur,Gujranwala,0.99307913733973
Bahawalpur,Hyderabad,0.9958402805726904
Bahawalpur,Islamabad,0.9926981020971971
Bahawalpur,Karachi,0.9919463523755115
Bahawalpur,Khuzdar,0.9500938646949971
Bahawalpur,Lahore,0.9924276285173061
Bahawalpur,Larkana,0.9821127961291561
Bahawalpur,Multan,0.9930228253455753
Bahawalpur,Peshawar,0.9954781614444735
Bahawalpur,Quetta,0.9764698126353178
Bahawalpur,Rawalpindi,0.9965769984755152
Bahawalpur,Sargodha,0.9957803606385637
Bahawalpur,Sialkot,0.9959960334503596
Bahawalpur,Sukkur,0.9927115875447037
Bannu,Faisalabad,0.9971873217331232
Bannu,Gujranwala,0.9918697810132526
Bannu,Hyderabad,0.9956421860038323
Bannu,Islamabad,0.9960218076343005
Bannu,Karachi,0.9880973143751904
Bannu,Khuzdar,0.9405530451591593
Bannu,Lahore,0.9915862172413965
Bannu,Larkana,0.9752445280254813
Bannu,Multan,0.9942628162571323
Bannu,Peshawar,0.9936092263497311
Bannu,Quetta,0.9684843488596416
Bannu,Rawalpindi,0.9984758412995864
Bannu,Sargodha,0.9945682667732583
Bannu,Sialkot,0.994663817683283
Bannu,Sukkur,0.9879181724079655
Faisalabad,Gujranwala,0.9982503184442227
Faisalabad,Hyderabad,0.9977139163349666
Faisalabad,Islamabad,0.9909333055981521
Faisalabad,Karachi,0.9939029107507782
Faisalabad,Khuzdar,0.9559882670722607
Faisalabad,Lahore,0.9932160183090971
Faisalabad,Larkana,0.9853657120634386
Faisalabad,Multan,0.9871627968607827
Faisalabad,Peshawar,0.9987155573905556
Faisalabad,Quetta,0.9799352860587465
Faisalabad,Rawalpindi,0.9950662514108519
Faisalabad,Sargodha,0.9990944801960749
Faisalabad,Sialkot,0.998914592955092
Faisalabad,Sukkur,0.9934448366505858
Gujranwala,Hyderabad,0.996399296598309
Gujranwala,Islamabad,0.9848711999499752
Gujranwala,Karachi,0.993810627325524
Gujranwala,Khuzdar,0.9613978023709145
Gujranwala,Lahore,0.990644765950747
Gujranwala,Larkana,0.9866423747850157
Gujranwala,Multan,0.9776068065814635
Gujranwala,Peshawar,0.998944658204685
Gujranwala,Quetta,0.9824946352812183
