source,target,weight
Bahawalpur,Bannu,0.9985173912991137
Bahawalpur,Faisalabad,0.9980638791188499
Bahawalpur,Gujranwala,0.9959715001727265
Bahawalpur,Hyderabad,0.9914959840625814
Bahawalpur,Islamabad,0.9844018417151468
Bahawalpur,Karachi,0.9940509457414741
Bahawalpur,Khuzdar,0.9968334111422782
Bahawalpur,Lahore,0.9912812156869731
Bahawalpur,Larkana,0.9955677863675448
Bahawalpur,Multan,0.9946030353189114
Bahawalpur,Peshawar,0.9966433776887276
Bahawalpur,Quetta,0.9942266583144295
Bahawalpur,Rawalpindi,0.9903955179499971
Bahawalpur,Sargodha,0.9976542592675367
Bahawalpur,Sialkot,0.9934154446048453
Bahawalpur,Sukkur,0.9976743469565894
Bannu,Faisalabad,0.9990019320168979
Bannu,Gujranwala,0.9968538275897384
Bannu,Hyderabad,0.990738718568292
Bannu,Islamabad,0.9890170213267258
Bannu,Karachi,0.9938515965904561
Bannu,Khuzdar,0.9938706576395077
Bannu,Lahore,0.9907580674187577
Bannu,Larkana,0.9930310018333001
Bannu,Multan,0.9980761693715163
Bannu,Peshawar,0.996834496810065
Bannu,Quetta,0.9913890792880078
Bannu,Rawalpindi,0.9933423884986089
Bannu,Sargodha,0.9976104307443394
Bannu,Sialkot,0.9956524430627789
Bannu,Sukkur,0.9959678913416966
Faisalabad,Gujranwala,0.9986668567425128
Faisalabad,Hyderabad,0.9921591934695868
Faisalabad,Islamabad,0.9910366958445554
Faisalabad,Karachi,0.9963232146629746
Faisalabad,Khuzdar,0.9943037814382047
Faisalabad,Lahore,0.9933139883889767
Faisalabad,Larkana,0.9941170868368877
Faisalabad,Multan,0.9979250510079006
Faisalabad,Peshawar,0.9983480657836269
Faisalabad,Quetta,0.9926473997833285
Faisalabad,Rawalpindi,0.9950565145934249
Faisalabad,Sargodha,0.9989446633325084
Faisalabad,Sialkot,0.9978397054489643
Faisalabad,Sukkur,0.9967082159743316
Gujranwala,Hyderabad,0.9892591257513851
Gujranwala,Islamabad,0.9927114346048184
Gujranwala,Karachi,0.9953783258093652
Gujranwala,Khuzdar,0.9930023542475379
Gujranwala,Lahore,0.9917596102237697
Gujranwala,Larkana,0.9922749937425355
Gujranwala,Multan,0.9962541595689482
Gujranwala,Peshawar,0.9993876717862544
Gujranwala,Quetta,0.9897846039923146
Gujranwala,Rawalpindi,0.9958806534938326
Gujranwala,Sargodha,0.9983607170140384
Gujranwala,Sialkot,0.9994484546795737
Gujranwala,Sukkur,0.9959875812735826
Hyderabad,Islamabad,0.986375065357119
Hyderabad,Karachi,0.9975119890670543
Hyderabad,Khuzdar,0.9878987501002672
Hyderabad,Lahore,0.9972641429248896
Hyderabad,Larkana,0.9841675440932848
Hyderabad,Multan,0.9870632281787678
Hyderabad,Peshawar,0.9898582512083726
Hyderabad,Quetta,0.9923225824317103
Hyderabad,Rawalpindi,0.9919253573806789
Hyderabad,Sargodha,0.9909981759378038
Hyderabad,Sialkot,0.9868614953625889
Hyderabad,Sukkur,0.9875215302264955
Islamabad,Karachi,0.988670331325404
Islamabad,Khuzdar,0.9745205960660974
Islamabad,Lahore,0.9925364105051064
Islamabad,Larkana,0.9724797303990317
Islamabad,Multan,0.9935732636279144
Islamabad,Peshawar,0.9896763821100086
Islamabad,Quetta,0.9728684246791879
Islamabad,Rawalpindi,0.9990271810526263
Islamabad,Sargodha,0.9864912691338882
Islamabad,Sialkot,0.9943286089886776
Islamabad,Sukkur,0.9793237555722549
Karachi,Khuzdar,0.9932785114091304
Karachi,Lahore,0.9957901287704867
Karachi,Larkana,0.9912194777964921
Karachi,Multan,0.990619661830318
Karachi,Peshawar,0.9961592807643552
Karachi,Quetta,0.9955699880853073
Karachi,Rawalpindi,0.993778830371527
Karachi,Sargodha,0.9967154737516526
Karachi,Sialkot,0.9937251175647729
Karachi,Sukkur,0.993818120160658
Khuzdar,Lahore,0.9844174411220327
Khuzdar,Larkana,0.9990634043438972
Khuzdar,Multan,0.9866225796490098
Khuzdar,Peshawar,0.9957822708748009
Khuzdar,Quetta,0.9972859942416948
Khuzdar,Rawalpindi,0.9827247858788649
Khuzdar,Sargodha,0.9970597958210122
Khuzdar,Sialkot,0.9893355274738731
Khuzdar,Sukkur,0.9990054887197304
Lahore,Larkana,0.9816478298955422
Lahore,Multan,0.9903333203779076
Lahore,Peshawar,0.9908622954841355
Lahore,Quetta,0.9867737529350795
Lahore,Rawalpindi,0.9958514093611427
Lahore,Sargodha,0.9902470810021363
Lahore,Sialkot,0.9905900203381227
Lahore,Sukkur,0.9855414446852421
Larkana,Multan,0.986837562900984
Larkana,Peshawar,0.9948934115504158
Larkana,Quetta,0.9958196181053155
Larkana,Rawalpindi,0.9804727946324865
Larkana,Sargodha,0.9966953088790559
Larkana,Sialkot,0.9892180047071188
Larkana,Sukkur,0.9986406519882136
Multan,Peshawar,0.994405492798312
Multan,Quetta,0.9838972328036266
Multan,Rawalpindi,0.9954627257188121
Multan,Sargodha,0.99462728998482
Multan,Sialkot,0.996777176988612
Multan,Sukkur,0.9908989567417649
Peshawar,Quetta,0.9924013371970344
Peshawar,Rawalpindi,0.9939680531963949
Peshawar,Sargodha,0.9989613477086697
Peshawar,Sialkot,0.998175246137003
Peshawar,Sukkur,0.9973603963323201
Quetta,Rawalpindi,0.9814167022196472
Quetta,Sargodha,0.9956946468658682
Quetta,Sialkot,0.9863916475384757
Quetta,Sukkur,0.9961514080532318
Rawalpindi,Sargodha,0.9917071654594853
Rawalpindi,Sialkot,0.9962540827544227
Rawalpindi,Sukkur,0.9861521725459353
Sargodha,Sialkot,0.9969824201384063
Sargodha,Sukkur,0.9987914905665609
Sialkot,Sukkur,0.9932936211664148
