source,target,weight
Lahore,Sargodha,0.9945428583829814
Lahore,Sialkot,0.9990821228528792
Lahore,Sukkur,0.9946997805355424
Larkana,Multan,0.9995001717459423
Larkana,Peshawar,0.9997758903524985
Larkana,Quetta,0.9996329568623924
Larkana,Rawalpindi,0.9992432888947842
Larkana,Sargodha,0.9996090372584955
Larkana,Sialkot,0.9993219810176556
Larkana,Sukkur,0.9992530704459573
Multan,Peshawar,0.9995425594441119
Multan,Quetta,0.9991376823845769
Multan,Rawalpindi,0.9995853445352372
Multan,Sargodha,0.9983694365008705
Multan,Sialkot,0.9997934504175344
Multan,Sukkur,0.9982800497491976
Peshawar,Quetta,0.9994094247434787
Peshawar,Rawalpindi,0.998852747110795
Peshawar,Sargodha,0.9993385148402258
Peshawar,Sialkot,0.9992153832694396
Peshawar,Sukkur,0.9995124134434873
Quetta,Rawalpindi,0.9985699856680507
Quetta,Sargodha,0.9991346402541418
Quetta,Sialkot,0.999203097944113
Quetta,Sukkur,0.9989679928732597
Rawalpindi,Sargodha,0.9982269319325188
Rawalpindi,Sialkot,0.999341659617953
Rawalpindi,Sukkur,0.9974227344002033
Sargodha,Sialkot,0.9979546578601253
Sargodha,Sukkur,0.9995890194180159
Sialkot,Sukkur,0.9976665578444797
