source,target,weight
Bahawalpur,Bannu,0.9996794064805697
Bahawalpur,Faisalabad,0.9997410525366708
Bahawalpur,Gujranwala,0.9997918445059099
Bahawalpur,Hyderabad,0.9999378338067924
Bahawalpur,Islamabad,0.9999796264026983
Bahawalpur,Karachi,0.9993256975440341
Bahawalpur,Khuzdar,0.9990731847882616
Bahawalpur,Lahore,0.9999366277029054
Bahawalpur,Larkana,0.998261134471931
Bahawalpur,Multan,0.9995965857977542
Bahawalpur,Peshawar,0.9988576342450803
Bahawalpur,Quetta,0.9997921298665395
Bahawalpur,Rawalpindi,0.9999728191430223
Bahawalpur,Sargodha,0.9996327118472406
Bahawalpur,Sialkot,0.9989188009569101
Bahawalpur,Sukkur,0.9998266999637363
Bannu,Faisalabad,0.9995039490709163
Bannu,Gujranwala,0.9995963179673293
Bannu,Hyderabad,0.9998754893231551
Bannu,Islamabad,0.999803941952527
Bannu,Karachi,0.9996757499673742
Bannu,Khuzdar,0.9993303677768743
Bannu,Lahore,0.9998790051813837
Bannu,Larkana,0.9991482897322425
Bannu,Multan,0.9999148746009812
Bannu,Peshawar,0.9989133809608733
Bannu,Quetta,0.9999051614317871
Bannu,Rawalpindi,0.9998224658861207
Bannu,Sargodha,0.9997314976839466
Bannu,Sialkot,0.9996775875974327
Bannu,Sukkur,0.999130194047341
Faisalabad,Gujranwala,0.9999900456993318
Faisalabad,Hyderabad,0.9997202056050731
Faisalabad,Islamabad,0.9997409522149094
Faisalabad,Karachi,0.9996683148696366
Faisalabad,Khuzdar,0.9996945421136149
Faisalabad,Lahore,0.9997193865792885
Faisalabad,Larkana,0.9976547288591486
Faisalabad,Multan,0.999446021254767
Faisalabad,Peshawar,0.9996671702015466
Faisalabad,Quetta,0.9997906060778526
Faisalabad,Rawalpindi,0.9997384066947834
Faisalabad,Sargodha,0.9989842155087627
Faisalabad,Sialkot,0.9988325096824999
Faisalabad,Sukkur,0.9996118050082303
Gujranwala,Hyderabad,0.9997853968044099
Gujranwala,Islamabad,0.999807405440465
Gujranwala,Karachi,0.9996866245469215
Gujranwala,Khuzdar,0.9996886752913707
Gujranwala,Lahore,0.9997871191313638
Gujranwala,Larkana,0.9978216278555831
Gujranwala,Multan,0.9995211740802681
Gujranwala,Peshawar,0.9996078225125254
Gujranwala,Quetta,0.999845889405907
Gujranwala,Rawalpindi,0.9998058373726252
Gujranwala,Sargodha,0.9991189693828768
Gujranwala,Sialkot,0.9989454129313743
Gujranwala,Sukkur,0.9996440457957392
Hyderabad,Islamabad,0.9999827691719445
Hyderabad,Karachi,0.9995910649285017
Hyderabad,Khuzdar,0.9992827006217995
Hyderabad,Lahore,0.9999996882124402
Hyderabad,Larkana,0.998792201260674
Hyderabad,Multan,0.9998484551737171
Hyderabad,Peshawar,0.9989790942418583
Hyderabad,Quetta,0.9999362491095469
Hyderabad,Rawalpindi,0.9999884098917226
Hyderabad,Sargodha,0.9997705235831045
Hyderabad,Sialkot,0.9993750101289656
Hyderabad,Sukkur,0.9995739249766062
Islamabad,Karachi,0.9994707900790487
Islamabad,Khuzdar,0.9992051330437719
Islamabad,Lahore,0.9999840257737699
Islamabad,Larkana,0.9985349067574659
Islamabad,Multan,0.9997318127060755
Islamabad,Peshawar,0.9989304914806537
Islamabad,Quetta,0.9998837683865336
Islamabad,Rawalpindi,0.9999993665291423
Islamabad,Sargodha,0.9997199260515895
Islamabad,Sialkot,0.999172456361575
Islamabad,Sukkur,0.999720127978896
Karachi,Khuzdar,0.9998772395786841
Karachi,Lahore,0.9995906995227315
Karachi,Larkana,0.9986331157294259
Karachi,Multan,0.999761069236042
Karachi,Peshawar,0.9996520966769048
Karachi,Quetta,0.9998424666395522
Karachi,Rawalpindi,0.9994971904158988
Karachi,Sargodha,0.9990386898664084
Karachi,Sialkot,0.9996092723578696
Karachi,Sukkur,0.9987438415269947
Khuzdar,Lahore,0.9992872619819417
Khuzdar,Larkana,0.9977429382544993
Khuzdar,Multan,0.9993451700329138
