City,Category,Year,Degree,Closeness,Betweenness,Eigenvector,SourceFile,Score_Equal,Score_Corr,Score_Category
Gujranwala,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Hyderabad,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Islamabad,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Karachi,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Khuzdar,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Lahore,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Larkana,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Multan,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Peshawar,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Quetta,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Rawalpindi,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sargodha,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sialkot,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sukkur,Non_Food_Essentials,2024,1.0,1.0,0.0,0.2425356250363329,Non_Food_Essentials_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bahawalpur,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bannu,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Faisalabad,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Gujranwala,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Hyderabad,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Islamabad,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Karachi,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Khuzdar,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Lahore,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Larkana,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Multan,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Peshawar,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Quetta,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Rawalpindi,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sargodha,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sialkot,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sukkur,Oils_Sweeteners_Condiments,2023,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bahawalpur,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bannu,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Faisalabad,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Gujranwala,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Hyderabad,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Islamabad,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Karachi,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Khuzdar,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Lahore,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Larkana,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Multan,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Peshawar,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Quetta,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Rawalpindi,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sargodha,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sialkot,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sukkur,Oils_Sweeteners_Condiments,2024,1.0,1.0,0.0,0.2425356250363329,Oils_Sweeteners_Condiments_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bahawalpur,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bannu,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Faisalabad,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Gujranwala,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Hyderabad,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Islamabad,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Karachi,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Khuzdar,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Lahore,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Larkana,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Multan,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Peshawar,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Quetta,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Rawalpindi,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sargodha,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sialkot,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sukkur,Utilities_Transport,2023,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2023_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bahawalpur,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Bannu,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Faisalabad,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Gujranwala,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Hyderabad,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Islamabad,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Karachi,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Khuzdar,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Lahore,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Larkana,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Multan,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Peshawar,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Quetta,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Rawalpindi,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sargodha,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sialkot,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
Sukkur,Utilities_Transport,2024,1.0,1.0,0.0,0.2425356250363329,Utilities_Transport_2024_centrality_tau0.7.csv,0.5606339062590833,,0.08409508593886249
